name,meaning,gender,gender_m,gender_f,korean_meaning,celebrity
Alanis,"Valuable, precious",girl,False,True,"귀중한, 귀중한","[{'name': 'alanis morissette', 'net_worth': 45000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['writer', 'singer', 'record_producer', 'songwriter', 'actor', 'film_director', 'film_score_composer', 'film_producer', 'guitarist', 'musician'], 'height': 1.63, 'birthday': '1974-06-01', 'age': 48, 'is_alive': True}]"
Alannah,"Valuable, precious",girl,False,True,"귀중한, 귀중한","[{'name': 'alannah myles', 'net_worth': 5000000, 'gender': 'female', 'nationality': 'ca', 'occupation': ['singer', 'songwriter'], 'birthday': '1958-12-25', 'age': 63, 'is_alive': True}]"
Alaric,Emperor of all,boy,True,False,"황제, 모든",[]
Alastair,Defender of the people,boy,True,False,국민의 수호자,[]
Alba,"Fair, white",girl,False,True,"공정한, 하얀","{'name': 'jessica alba', 'net_worth': 200000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'model'], 'height': 1.69, 'birthday': '1981-04-28', 'age': 41, 'is_alive': True}"
Albany,Coming from Alba,boy,True,False,알바에서 오다,[]
Albert,Aristocratic and bright,boy,True,False,귀족적이고 밝은,"{'name': 'alberto bombassei', 'net_worth': 1600000000}"
Alberta,Wise and graceful,girl,False,True,현명하고 우아하다,[]
Alberte,Wise and graceful,girl,False,True,현명하고 우아하다,[]
Albertina,Wise and graceful,girl,False,True,현명하고 우아하다,[]
Alberto,Aristocratic and bright,boy,True,False,귀족적이고 밝은,"{'name': 'alberto bombassei', 'net_worth': 1600000000}"
Albin,Light skinned,boy,True,False,밝은 피부의,"[{'name': 'steve albini', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'it', 'occupation': ['musician', 'record_producer', 'engineer', 'singer', 'journalist', 'guitarist', 'audio_engineer', 'singer-songwriter'], 'birthday': '1962-07-22', 'age': 60, 'is_alive': True}]"
Alborz,The highest one,boy,True,False,가장 높은 것,[]
Albrecht,Aristocratic and bright,boy,True,False,귀족적이고 밝은,"{'name': 'chris albrecht', 'net_worth': 160000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['film_producer', 'film_director'], 'birthday': '1952-07-24', 'age': 70, 'is_alive': True}"
Alby,White one,boy,True,False,흰색 하나,[]
Alcott,Coming from the old cottage,boy,True,False,오래된 오두막에서 오는,"[{'name': 'theo walcott', 'net_worth': 30000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['soccer_player'], 'height': 1.76, 'birthday': '1989-03-16', 'age': 33, 'is_alive': True}]"
Alda,Old but graceful,girl,False,True,낡았지만 우아한,"{'name': 'carlos saldanha', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'br', 'occupation': ['film_director', 'film_producer', 'animator', 'voice_actor', 'screenwriter'], 'birthday': '1965-01-24', 'age': 57, 'is_alive': True}"
Aldabella,Old but graceful,girl,False,True,낡았지만 우아한,[]
Aldemar,Well known for his experience,boy,True,False,"잘 알려진 f, 그의 경험",[]
Alden,Old friend,boy,True,False,오랜 친구,"{'name': 'narada michael walden', 'net_worth': 8000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['record_producer', 'musician', 'songwriter', 'drummer', 'composer', 'singer', 'writer'], 'birthday': '1952-04-23', 'age': 70, 'is_alive': True}"
Alder,Alder tree,boy,True,False,앨더 나무,"{'name': 'jose calderon', 'net_worth': 35000000, 'gender': 'male', 'nationality': 'es', 'occupation': ['basketball_player'], 'height': 1.91, 'birthday': '1981-09-28', 'age': 40, 'is_alive': True}"
Aldert,Noble strength,boy,True,False,고귀한 힘,[]
Aldo,Very old,boy,True,False,아주 오래된,"{'name': 'aldo oviedo gallardo', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'hn', 'occupation': ['football_player'], 'height': 1.75, 'birthday': '1990-01-07', 'age': 32, 'is_alive': True}"
Aldous,Very old,boy,True,False,아주 오래된,[]
Aldrich,Wise sage,boy,True,False,현명한 현자,"{'name': 'hope rockefeller aldrich', 'net_worth': 500000000, 'gender': 'female', 'nationality': 'us', 'birthday': '1938-05-17', 'age': 84, 'is_alive': True}"
Aldway,Noble war,boy,True,False,고귀한 전쟁,[]
Aldwin,Old friend,boy,True,False,오랜 친구,"{'name': 'bobby baldwin', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'us', 'birthday': '1950'}"
Ale,Defender of man,boy,True,False,남자의 수비수,"{'name': 'alek wek', 'net_worth': 20000000, 'gender': 'female', 'nationality': 'sd', 'occupation': ['fashion_model', 'supermodel'], 'height': 1.8, 'birthday': '1977-04-16', 'age': 45, 'is_alive': True}"
Alec,Defending men,boy,True,False,남자를 방어,"{'name': 'johnny galecki', 'net_worth': 100000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.65, 'birthday': '1975-04-30', 'age': 47, 'is_alive': True}"
Alecia,"Noble, graceful",girl,False,True,"고귀한, 우아한",[]
Alecta,Ceaseless,girl,False,True,끊임없는,[]
Alecto,Ceaseless,girl,False,True,끊임없는,[]
Aleid,Graceful and noble,girl,False,True,우아하고 고귀한,[]
Aleixo,Defender of man,boy,True,False,남자의 수비수,[]
Alejandra,Protector of humanity,girl,False,True,"보호하다, 인류의","[{'name': 'alejandra guzman', 'net_worth': 20000000, 'gender': 'female', 'nationality': 'mx', 'occupation': ['singer', 'actor'], 'height': 1.56, 'birthday': '1968-02-09', 'age': 54, 'is_alive': True}]"
Alejandro,Defender of man,boy,True,False,남자의 수비수,"{'name': 'alejandro gomez monteverde', 'net_worth': 2000000, 'gender': 'male', 'nationality': 'mx', 'occupation': ['film_producer', 'film_director', 'screenwriter', 'film_editor', 'actor'], 'birthday': '1977-07-13', 'age': 45, 'is_alive': True}"
Aleksander,Defender of man,boy,True,False,남자의 수비수,[]
Aleksanteri,Defender of man,boy,True,False,남자의 수비수,[]
Aleksy,Defender of man,boy,True,False,남자의 수비수,[]
Alena,Torch of light,girl,False,True,"티, 빛의 채널","{'name': 'alena gerber', 'net_worth': 10000000, 'gender': 'female', 'occupation': ['actor', 'model'], 'birthday': '1989-08-20', 'age': 33, 'is_alive': True}"
Ales,Defender of man,boy,True,False,남자의 수비수,"{'name': 'jericho rosales', 'net_worth': 3500000, 'gender': 'male', 'nationality': 'ph', 'occupation': ['actor', 'model', 'singer', 'songwriter', 'surfer'], 'height': 1.8, 'birthday': '1979-09-22', 'age': 42, 'is_alive': True}"
Alessa,Protector of humanity,girl,False,True,"보호하다, 인류의","{'name': 'alessandro nivola', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.75, 'birthday': '1972-06-28', 'age': 50, 'is_alive': True}"
Alessandra,Protector of humanity,girl,False,True,"보호하다, 인류의","[{'name': 'alessandra ambrosio', 'net_worth': 80000000, 'gender': 'female', 'nationality': 'br', 'occupation': ['fashion_model', 'supermodel', 'actor'], 'height': 1.76, 'birthday': '1981-04-11', 'age': 41, 'is_alive': True}]"
Alessandro,Defender of men,boy,True,False,남자의 수비수,"{'name': 'alessandro nivola', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.75, 'birthday': '1972-06-28', 'age': 50, 'is_alive': True}"
Aleta,Truthful,girl,False,True,거짓말 안하는,"[{'name': 'pablo zabaleta', 'net_worth': 18000000, 'gender': 'male', 'nationality': 'ar', 'occupation': ['football_player'], 'height': 1.76, 'birthday': '1985-01-16', 'age': 37, 'is_alive': True}]"
Alethea,Truthful,girl,False,True,거짓말 안하는,[]
Alex,Protector of humanity,boygirl,True,True,"보호하다, 인류의","{'name': 'alex turner', 'net_worth': 25000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['singer', 'guitarist', 'songwriter', 'musician', 'composer'], 'height': 1.77, 'birthday': '1986-01-06', 'age': 36, 'is_alive': True}"
Alexa,Protector of humanity,girl,False,True,"보호하다, 인류의","{'name': 'alexander nesis', 'net_worth': 3000000000, 'gender': 'male', 'nationality': 'ru', 'birthday': '1962-12-19', 'age': 59, 'is_alive': True}"
Alexander,Defender of man,boy,True,False,남자의 수비수,"{'name': 'alexander nesis', 'net_worth': 3000000000, 'gender': 'male', 'nationality': 'ru', 'birthday': '1962-12-19', 'age': 59, 'is_alive': True}"
Alexandra,Protector of humanity,girl,False,True,"보호하다, 인류의","{'name': 'alexandra hedison', 'net_worth': 1500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['photographer', 'actor'], 'height': 1.77, 'birthday': '1969-07-10', 'age': 53, 'is_alive': True}"
Alexandro,Defender of man,boy,True,False,남자의 수비수,[]
Alexavier,Protector of the home,boy,True,False,"보호하다, 가정의",[]
Alexei,Defender of man,boy,True,False,남자의 수비수,"{'name': 'alexei ananyev', 'net_worth': 2100000000}"
Alexis,Protector of humanity,boygirl,True,True,"보호하다, 인류의","{'name': 'alexis bledel', 'net_worth': 6000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'model', 'film_producer'], 'height': 1.7, 'birthday': '1981-09-16', 'age': 41, 'is_alive': True}"
Alfhild,Battle of elves,girl,False,True,엘프의 전투,[]
Alfio,Fair skinned,boy,True,False,창백한 피부,[]
Alfonse,Noble and prepared,boy,True,False,고귀하고 준비된,[]
Alfonso,Noble and prepared,boy,True,False,고귀하고 준비된,"{'name': 'alfonso yuchengco', 'net_worth': 705000000, 'gender': 'male', 'occupation': ['diplomat', 'businessperson'], 'birthday': '1923-02-06', 'age': 94, 'is_alive': False, 'death': '2017-04-15'}"
Alfred,Advice from elves,boy,True,False,엘프의 조언,"{'name': 'alfredo harp helu', 'net_worth': 1600000000, 'gender': 'male', 'nationality': 'mx', 'birthday': '1944'}"
Alfreda,Counsel of elves,girl,False,True,엘프의 조언,[]
Alfredo,Advice from elves,boy,True,False,엘프의 조언,"{'name': 'alfredo harp helu', 'net_worth': 1600000000, 'gender': 'male', 'nationality': 'mx', 'birthday': '1944'}"
Alger,Distinguished warrior,boy,True,False,"존경하는 와리, ","[{'name': 'sonya walger', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'gb', 'occupation': ['actor'], 'height': 1.7, 'birthday': '1974-06-06', 'age': 48, 'is_alive': True}]"
Ali,All high,boy,True,False,모두 높음,"{'name': 'shalim ortiz', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'pr', 'occupation': ['singer', 'musician', 'actor'], 'height': 1.78, 'birthday': '1979-02-26', 'age': 43, 'is_alive': True}"
Alia,From heaven,girl,False,True,천국에서,"{'name': 'maliah michel', 'net_worth': 300000}"
Alice,"Noble, graceful",girl,False,True,"고귀한, 우아한","{'name': 'alice walton', 'net_worth': 65000000000, 'gender': 'female', 'nationality': 'us', 'birthday': '1949-10-07', 'age': 72, 'is_alive': True}"
Alicia,"Noble, graceful",girl,False,True,"고귀한, 우아한","{'name': 'alicia witt', 'net_worth': 4000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'singer', 'model', 'songwriter', 'pianist', 'screenwriter', 'film_producer', 'film_score_composer'], 'height': 1.73, 'birthday': '1975-08-21', 'age': 47, 'is_alive': True}"
Alicio,"Noble, graceful",boy,True,False,"고귀한, 우아한",[]
Alicja,"Noble, graceful",girl,False,True,"고귀한, 우아한",[]
Alida,Graceful and noble,girl,False,True,우아하고 고귀한,[]
Alif,Liked by all,boy,True,False,모두가 좋아함,"{'name': 'wiz khalifa', 'net_worth': 60000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['singer', 'rapper', 'actor', 'singer-songwriter'], 'height': 1.93, 'birthday': '1987-09-08', 'age': 35, 'is_alive': True}"
Aliisa,"Noble, graceful",girl,False,True,"고귀한, 우아한",[]
Alika,Guardian,boy,True,False,보호자,"{'name': 'malika haqq', 'net_worth': 600000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'tv_personality'], 'birthday': '1983-03-10', 'age': 39, 'is_alive': True}"
Alina,Graceful and noble,girl,False,True,우아하고 고귀한,"{'name': 'karen malina white', 'net_worth': 1000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.6, 'birthday': '1965-07-07', 'age': 57, 'is_alive': True}"
Aline,Graceful and noble,girl,False,True,우아하고 고귀한,"{'name': 'aline marrero', 'net_worth': 500000}"
Alison,"Noble, graceful",girl,False,True,"고귀한, 우아한","{'name': 'alison becker', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'comedian'], 'height': 1.62, 'birthday': '1977-03-08', 'age': 45, 'is_alive': True}"
Alistaire,Defender of man,boy,True,False,남자의 수비수,[]
Alivia,Olive,girl,False,True,올리브,[]
Aliya,"Exalted, sublime",girl,False,True,"고귀한, 숭고한","{'name': 'aaliyah', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['singer', 'model', 'actor', 'dancer'], 'height': 1.71, 'birthday': '1979-01-16', 'age': 22, 'is_alive': False, 'death': '2001-08-25'}"
Aliz,"Noble, graceful",girl,False,True,"고귀한, 우아한","[{'name': 'alizee', 'net_worth': 50000000, 'gender': 'female', 'nationality': 'fr', 'occupation': ['singer', 'socialite', 'dancer', 'disc_jockey'], 'height': 1.61, 'birthday': '1984-08-21', 'age': 38, 'is_alive': True}]"
Aliza,Filled with joy,girl,False,True,기쁨으로 가득 찬,[]
Allar,Alder tree,girl,False,True,앨더 나무,"{'name': 'aldo oviedo gallardo', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'hn', 'occupation': ['football_player'], 'height': 1.75, 'birthday': '1990-01-07', 'age': 32, 'is_alive': True}"
Allegra,"Happy, joyous",girl,False,True,"행복하다, 즐거운","{'name': 'allegra riggio', 'net_worth': 8000000}"
Allovera,True stranger,girl,False,True,진정한 낯선 사람,[]
Ally,"Noble, graceful",girl,False,True,"고귀한, 우아한","{'name': 'mally mall', 'net_worth': 20000000}"
Alma,"Caring, fostering",girl,False,True,"돌보는, 양육","{'name': 'brian de palma', 'net_worth': 40000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['film_director', 'screenwriter', 'actor', 'film_producer', 'film_editor', 'writer'], 'height': 1.8, 'birthday': '1940-09-11', 'age': 82, 'is_alive': True}"
Almeda,Achieving,girl,False,True,달성,[]
Almira,Woman of nobility,girl,False,True,귀족의 여인,[]
Almond,Noble protection,boy,True,False,고귀한 보호,"[{'name': 'marc almond', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['singer', 'singer-songwriter', 'musician'], 'birthday': '1957-07-09', 'age': 65, 'is_alive': True}]"
Aloha,Loving person,boygirl,True,True,사랑하는 사람,[]
Alois,Well-known fighter,boy,True,False,유명한 파이터,"[{'name': ""nick d'aloisio"", 'net_worth': 30000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['programmer', 'entrepreneur'], 'birthday': '1996'}]"
Aloisio,Well-known fighter,boy,True,False,유명한 파이터,"[{'name': ""nick d'aloisio"", 'net_worth': 30000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['programmer', 'entrepreneur'], 'birthday': '1996'}]"
Alojzy,Well-known fighter,boy,True,False,유명한 파이터,[]
Alonzo,Noble and prepared,boy,True,False,고귀하고 준비된,"{'name': 'alonzo bodden', 'net_worth': 800000, 'gender': 'male', 'nationality': 'us', 'occupation': ['comedian', 'actor', 'screenwriter', 'voice_actor', 'television_presenter'], 'height': 1.93, 'birthday': '1962-06-13', 'age': 60, 'is_alive': True}"
Aloysius,Well-known fighter,boy,True,False,유명한 파이터,[]
Alp,Heroic,boy,True,False,과장된 어조,"{'name': 'ralph gilles', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'ca', 'occupation': ['engineer', 'designer'], 'birthday': '1970-01-14', 'age': 52, 'is_alive': True}"
Alpertti,Aristocratic and bright,boy,True,False,귀족적이고 밝은,[]
Alphie,Elf wisdom,boy,True,False,엘프 지혜,"[{'name': 'ralphie may', 'net_worth': 2000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['screenwriter', 'actor', 'film_producer', 'comedian'], 'height': 1.75, 'birthday': '1972-02-17', 'age': 45, 'is_alive': False, 'death': '2017-10-06'}]"
Alpin,Whitish,boy,True,False,약간 흰,"[{'name': 'tony macalpine', 'net_worth': 2500000, 'gender': 'male', 'nationality': 'us', 'occupation': ['record_producer', 'songwriter', 'musician', 'guitarist', 'keyboard_player', 'composer', 'actor'], 'birthday': '1960-08-29', 'age': 62, 'is_alive': True}]"
Alric,Ruler over all,boy,True,False,만물의 통치자,"[{'name': 'mathieu amalric', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'fr', 'occupation': ['actor', 'film_director', 'screenwriter', 'teacher'], 'birthday': '1965-10-25', 'age': 56, 'is_alive': True}]"
Alston,Nobleman's home,boy,True,False,귀족의 집,"{'name': 'aron ralston', 'net_worth': 4000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['mountaineer', 'motivational_speaker', 'engineer', 'actor'], 'birthday': '1975-10-27', 'age': 46, 'is_alive': True}"
Alt,"Old, senior",boy,True,False,", ","{'name': 'walter afanasieff', 'net_worth': 100000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['songwriter', 'composer', 'record_producer', 'writer'], 'birthday': '1958-02-10', 'age': 64, 'is_alive': True}"
Alta,Elevated,girl,False,True,높은,"{'name': 'baltasar kormakur', 'net_worth': 16000000, 'gender': 'male', 'nationality': 'is', 'occupation': ['film_director', 'actor', 'film_producer', 'theatre_director', 'screenwriter'], 'birthday': '1966-02-27', 'age': 56, 'is_alive': True}"
Altan,Crimson sunrise,boy,True,False,진홍빛 일출,[]
Althea,One who heals,girl,False,True,치유하시는 분,"{'name': 'althea heart', 'net_worth': 100000, 'gender': 'female', 'nationality': 'us', 'occupation': ['businessperson', 'music_artist'], 'birthday': '1982-04-17', 'age': 40, 'is_alive': True}"
