name,impression,meaning,gender
Elvis,지혜로움과 신뢰,"Wise, Sage",m
Elyse,하나님의 사랑,Consecrated to God,f
Emanuel,하나님의 사랑,God is with us,m
Emerson,태생/근본,Son of Emery,f
Emerson,태생/근본,Son of Emery,m
Emilia,아름다움/사랑/우정,Admiring,f
Emiliano,리더십과 성취,Rival,m
Emilie,리더십과 성취,"Ambitious, Industrious",f
Emilio,지혜로움과 신뢰,"Form of EMIL, To Emulate, Copy",m
Emily,고귀하고 선한,Admiring,f
Emma,지혜로움과 신뢰,Universal,f
Emmanuel,하나님의 사랑,"From the name EMANUEL, God is with us",m
Emmett,리더십과 성취,Strong Worker,m
Enrique,리더십과 성취,Ruler of the Home (var. of Henry),m
Enzo,리더십과 성취,"Short Form Of Lorenzo, Laurel-Crowned",m
Eric,리더십과 성취,Honorable Ruler,m
Erica,리더십과 성취,Honorable Ruler,f
Erick,리더십과 성취,Honorable Ruler,m
Erik,리더십과 성취,Honorable Ruler,m
Erika,리더십과 성취,"From the name ERICA, Honorable Ruler",f
Erin,자연과 도시,Ireland,f
Ernest,지혜로움과 신뢰,Truth,m
Ernesto,고귀하고 선한,"Earnest, Sincere",m
Esmeralda,아름다움/사랑/우정,Emerald,f
Esperanza,희망적이고 행복한,Hope,f
Essence,자연과 도시,"Aura, Nature",f
Esteban,리더십과 성취,Crown of Victory,m
Estevan,리더십과 성취,Crown,m
Esther,자연과 도시,Star or Myrtle leaf,f
Estrella,자연과 도시,Star,f
Ethan,리더십과 성취,"Firm, Strong",m
Eugene,리더십과 성취,Well born,m
Eva,리더십과 성취,Giver of Life,f
Evan,하나님의 사랑,God is Good,m
Eve,아름다움/사랑/우정,Life,f
Evelyn,자연과 도시,Hazelnut,f
Everett,리더십과 성취,"Wild Boar, Strong",m
Ezekiel,하나님의 사랑,Strength of God,m
Ezequiel,하나님의 사랑,God will strengthen,m
Ezra,희생/봉사,Helper,m
Fabian,자연과 도시,Bean Grower,m
Fabiola,직업,Bean Grower,f
Faith,고귀하고 선한,To Trust,f
Fatima,태생/근본,Daughter of the Prophet,f
Felicia,희망적이고 행복한,Happiness,f
Felicity,희망적이고 행복한,Happiness,f
Felipe,자연과 도시,Horse Lover,m
Felix,희망적이고 행복한,Happy and Prosperous,m
Fernanda,희망적이고 행복한,Journey Ready,f
Fernando,리더십과 성취,"Daring, Adventurous",m
Fidel,지혜로움과 신뢰,Faithful,m
Finn,고귀하고 선한,Fair,m
Fiona,고귀하고 선한,"White, Fair",f
Forrest,자연과 도시,"Of the Woods, Forest",m
Frances,희망적이고 행복한,Free,f
Francesca,희망적이고 행복한,Free,f
Francis,희망적이고 행복한,Free,m
Francisco,자연과 도시,Free Land,m
Frank,희망적이고 행복한,Free,m
Frankie,지혜로움과 신뢰,Free Or Truthful,m
Franklin,희망적이고 행복한,Free Man,m
Freddy,리더십과 성취,"From the name FREDERICK, Peaceful Ruler",m
Frederick,리더십과 성취,Peaceful Ruler,m
Fredrick,리더십과 성취,Peaceful ruler,m
Frida,자연과 도시,Peace,f
Gabriel,하나님의 사랑,Hero of God,m
Gabriela,하나님의 사랑,"From the name GABRIEL, Hero of God",f
Gabriella,하나님의 사랑,"From the name GABRIEL, Hero of God",f
Gabrielle,하나님의 사랑,Hero of God,f
Gael,태생/근본,"Gaelic, From Ireland",m
Gage,태생/근본,Measurer,m
Gaige,직업,"From the name Gage, Measurer",m
Gannon,태생/근본,Son Of The Fair-haired One,m
Garret,리더십과 성취,To Watch,m
Garrett,리더십과 성취,To Watch,m
Garrison,리더십과 성취,Troops in Battle,m
Gary,직업,Spear Carrier,m
Gaven,아름다움/사랑/우정,"From the name Kevin, Handsome, Beautiful",m
Gavin,리더십과 성취,Little Hawk,m
Gavyn,리더십과 성취,"Form Of Gavin, Little Hawk",m
Genesis,태생/근본,Beginning,f
Genevieve,자연과 도시,White Wave,f
Geoffrey,휴식/평화,Gift of Peace,m
George,자연과 도시,Farmer,m
Georgia,지혜로움과 신뢰,Farmer,f
Gerald,리더십과 성취,Spear Warrior,m
Gerardo,리더십과 성취,Spear Brave,m
Gia,하나님의 사랑,Short Form Of Gianna,f
Giancarlo,고귀하고 선함,Gracious and Powerful,m
Gianna,하나님의 사랑,God is Gracious,f
Gianni,하나님의 사랑,God is gracious,m
Gideon,리더십과 성취,Great Warrior,m
Gilbert,지혜로움과 신뢰,Trusted,m
Gilberto,고귀하고 선함,Bright Pledge,m
Gillian,건강/장수,Youthful,f
Gina,자연과 도시,Garden,f
Gino,고귀하고 선함,Born Noble,m
Giovani,하나님의 사랑,"From the name Giovanni, God is gracious",m
Giovanna,하나님의 사랑,God is Gracious,f
Giovanni,하나님의 사랑,God is gracious,m
Giovanny,하나님의 사랑,"From the name Giovanni, God is gracious",m
Giselle,기타,A Promise,f
Glen,자연과 도시,"A Secluded, Woody Valley",m
Glenn,자연과 도시,"From the name GLEN, A Secluded, Woody Valley",m
Gloria,희망적이고 행복한,Glory,f
Gonzalo,리더십과 성취,Battle,m
Gordon,자연과 도시,Round Hill,m
Grace,하나님의 사랑,Grace of God,f
Gracelyn,자연과 도시,Grace by the lake,f
Gracie,하나님의 사랑,"From the name GRACE, Grace of God",f
Graciela,고귀하고 선한,Grace,f
Grady,리더십과 성취,Of High Rank,m
Graham,자연과 도시,Home in gravelled valley,m
Grant,리더십과 성취,Great,m
Grayson,태생/근본,Son of the Grey-Haired One,m
Gregory,지혜로움과 신뢰,"Vigilant,, Watchful",m
Greta,아름다움/사랑/우정,"From the name MARGARET, A Pearl",f
Gretchen,아름다움/사랑/우정,"From the name MARGARET, A Pearl",f
Greyson,태생/근본,Son Of The Grey-haired Man,m
Griffin,리더십과 성취,Mythological Beast,m
Guadalupe,자연과 도시,River of Black Stones,f
Guadalupe,자연과 도시,River of Black Stones,m
Guillermo,리더십과 성취,"Form of WILLIAM, Protector",m
Gunnar,리더십과 성취,Brave Soldier,m
Gunner,리더십과 성취,"From the name Gunnar, Brave Soldier",m
Gustavo,하나님의 사랑,Staff of the God,m
Guy,고귀하고 선한,Living spirit,m
Gwendolyn,외양/색깔,Fair haired,f
Haden,자연과 도시,"From the name Hayden, The Rosy Meadow",m
Hadley,자연과 도시,Heath Near the Wasteland,f
Hailee,리더십과 성취,Hero,f
Hailey,리더십과 성취,Hero,f
Haley,리더십과 성취,Hero,f
Halle,지혜로움과 신뢰,Heroine,f
Hallie,희생/봉사,Clearing of hay,f
Hamza,리더십과 성취,Lion,m
Hana,자연과 도시,Bud - Blossom,f
Hanna,아름다움/사랑/우정,Goddess of Life,f
Hannah,하나님의 사랑,Grace of God,f
Harley,자연과 도시,Spacious Meadow,m
Harley,자연과 도시,Spacious Meadow,f
Harmony,아름다움/사랑/우정,A Beautiful Blending,f
Harold,리더십과 성취,Army Ruler,m
Harper,직업,Harp Player,f
Harrison,태생/근본,Son of HARRY,m
Harry,리더십과 성취,"From the name HAROLD, Army Ruler",m
Hassan,고귀하고 선한,"Handsome, grandson of the Prophet",m
Haven,자연과 도시,Safe Place,f
Hayden,자연과 도시,The Rosy Meadow,f
Hayden,자연과 도시,The Rosy Meadow,m
Haylee,리더십과 성취,"From the name HALEY, Hero",f
Hayley,리더십과 성취,"From the name HALEY, Hero",f
Haylie,직업,From The Hay Clearing,f
Hazel,자연과 도시,The Hazel Tree,f
Heath,자연과 도시,Wasteland,m
Heather,자연과 도시,A Flowering Plant,f
Heaven,하나님의 사랑,From the Heavens,f
Hector,지혜로움과 신뢰,"Anchor, steadfast",m
Heidi,고귀하고 선한,Honorable,f
Helen,희망적이고 행복한,Light,f
Helena,희망적이고 행복한,"From the name HELEN, Light",f
Heriberto,리더십과 성취,Ruler,m
Hillary,희망적이고 행복한,Cheerful,f
Holden,자연과 도시,Hollow in the Valley,m
Holly,자연과 도시,Plant With Red Berries,f
Hope,고귀하고 선한,"Trust, Faith",f
Houston,태생/근본,Town of Houses,m
Howard,리더십과 성취,Guardian of the Home,m
Hudson,태생/근본,Son Of Hudd,m
Hugh,고귀하고 선한,Bright in Mind and Spirit,m
Hugo,고귀하고 선한,"From the name HUGH, Bright in Mind and Spirit",m
Humberto,고귀하고 선한,Bright,m
Hunter,리더십과 성취,One Who Hunts,m
Hunter,직업,One Who Hunts,f
Ian,하나님의 사랑,God is Gracious,m
Ibrahim,리더십과 성취,Father of a Nation,m
Ignacio,리더십과 성취,Fire,m
Iliana,희망적이고 행복한,Bright,f
Imani,고귀하고 선한,Faith,f
India,태생/근본,From India,f
Ingrid,자연과 도시,A Meadow,f
Irene,고귀하고 선한,Peaceful,f
Iris,자연과 도시,"Colorful, Rainbow",f
Irvin,태생/근본,"From the name Irving, From Irving, Scotland",m
Irving,태생/근본,"From Irving, Scotland",m
Isaac,희망적이고 행복한,He will laugh,m
Isaak,하나님의 사랑,"From the name Issac, He Will Laugh",m
Isabel,하나님의 사랑,Consecrated to God,f
Isabell,하나님의 사랑,Consecrated to God,f
Isabella,하나님의 사랑,Consecrated to God,f
Isabelle,하나님의 사랑,Consecrated to God,f
Isai,하나님의 사랑,God is salvation,m
Isaiah,하나님의 사랑,Salvation by God,m
Isaias,하나님의 사랑,God is my salvation,m
Isiah,하나님의 사랑,"From the name Isaiah, Salvation by God",m
Isis,리더십과 성취,Supreme Goddess of the stars,f
Ismael,하나님의 사랑,God will hear,m
Israel,태생/근본,Prince of God,m
Issac,하나님의 사랑,He Will Laugh,m
Itzel,자연과 도시,Rainbow,f
Ivan,하나님의 사랑,God is good,m
Ivy,자연과 도시,A Vine,f
Izaiah,하나님의 사랑,"From the name Isaiah, Salvation by God",m
Jabari,리더십과 성취,Fearless,m
Jace,기타,Moon-Var. of Jacey,m
Jacey,하나님의 사랑,From the initials J.C.,f
Jack,자비/희생/봉사,"From the name JOHN, God is Gracious, Merciful",m
Jackson,태생/근본,Son of JACK,m
Jaclyn,리더십과 성취,To Protect,f
Jacob,리더십과 성취,Supplanter,m
Jacoby,리더십과 성취,Supplanter,m
Jacqueline,리더십과 성취,To Protect,f
Jada,지혜로움과 신뢰,Wise,f
Jade,아름다움/사랑/우정,Green Gemstone,f
Jaden,하나님의 사랑,God has heard,f
Jaden,하나님의 사랑,God has heard,m
Jadon,하나님의 사랑,He will judge,m
Jadyn,하나님의 사랑,God has heard,f
Jadyn,하나님의 사랑,God has heard,m
Jaeden,하나님의 사랑,"From the name Jaden, He will judge",m
Jaelyn,리더십과 성취,Supplanter,f
Jagger,희생/봉사,To Carry,m
Jaheim,기타,Combination Of Jamil And Rahim,m
Jaiden,기타,Combination Of Jay And Aiden,f
Jaiden,기타,Combination Of Jay And Aiden,m
Jaime,리더십과 성취,"From the name JAMES, Supplanter",f
Jaime,리더십과 성취,"From the name JAMES, Supplanter",m
Jair,태생/근본,"From the name Zaire, From Zaire",m
Jairo,고귀하고 선한,He Shines,m
Jakayla,하나님의 사랑,Combination of the names Jack and Michaela/Kayla,f
Jake,리더십과 성취,"From the name JACOB, Supplanter",m
Jakob,리더십과 성취,"From the name JACOB, Supplanter",m
Jakobe,리더십과 성취,"From the name JACOB, Supplanter",m
Jalen,희망적이고 행복한,Bird of Light,m
Jaliyah,하나님의 사랑,Derivative of the name Aaliyah,f
Jamal,아름다움/사랑/우정,Handsome,m
Jamar,아름다움/사랑/우정,Handsome,m
Jamari,아름다움/사랑/우정,"From the name Jamal, Handsome",m
Jamarion,아름다움/사랑/우정,Combination Of Jamar And -ion,m
Jamel,아름다움/사랑/우정,"From the name Jamal, Handsome",m
James,리더십과 성취,Supplanter,m
Jameson,태생/근본,Son Of James,m
Jamie,리더십과 성취,"From the name JAMES, Supplanter",m
Jamil,아름다움/사랑/우정,Handsome,m
Jamir,기타,Unknown,m
Jamison,태생/근본,James' Son,m
Jan,하나님의 사랑,"From the name JANET, God's gracious gift",m
Jana,하나님의 사랑,God is Gracious,f
Janae,하나님의 사랑,"Form of JANET, God's gracious gift",f
Jane,고귀하고 선한,"Gracious, merciful",f
Janelle,하나님의 사랑,God is gracious,f
Janessa,하나님의 사랑,Name created from Jan and Vanessa,f
Janet,하나님의 사랑,God's gracious gift,f
Janice,하나님의 사랑,God is Gracious,f
Janiya,아름다움/사랑/우정,Beloved,f
Jared,지혜로움과 신뢰,Down to Earth,m
Jaren,지혜로움과 신뢰,"From the name JARED, Down to Earth",m
Jarod,지혜로움과 신뢰,"From the name JARED, Down to Earth",m
Jaron,희망적이고 행복한,Singing,m
Jarred,지혜로움과 신뢰,"From the name JARED, Down to Earth",m
Jarrett,지혜로움과 신뢰,"From the name JARED, Down to Earth",m
Jarrod,지혜로움과 신뢰,"From the name JARED, Down to Earth",m
Jarvis,리더십과 성취,A Conqueror,m
Jase,자비/희생/봉사,From Jason,m
Jasmin,아름다움/사랑/우정,A Flower in the Olive Family,f
Jasmine,아름다움/사랑/우정,A Flower in the Olive Family,f
Jason,자비/희생/봉사,Healer,m
Jasper,아름다움/사랑/우정,Semi-precious stone,m
Javen,태생/근본,Son of Japheth,m
Javier,기타,New house,m
Javion,기타,Invented Name,m
Javon,기타,Combination of James and Von,m
Jaxon,태생/근본,Son of Jack,m
Jaxson,태생/근본,"From the name Jackson, Son of Jack",m
Jay,자연과 도시,A Bird in the Crow Family,m
Jayce,희생/봉사,"From the name Jason, Healer",m
Jaycee,하나님의 사랑,an acronym referring to Jesus Christ,f
Jayden,하나님의 사랑,God has heard,m
Jayden,하나님의 사랑,God has heard,f
Jaydon,하나님의 사랑,"From the name Jadon, God has heard",m
Jayla,지혜로움과 신뢰,Combination of Jada and Kayla.,f
Jaylan,기타,Combination of Jay and Allan,m
Jaylen,기타,Combination Of Jay And Allen,m
Jaylin,기타,Combination Of Jay And Allin,m
Jaylon,기타,Combination Of Jay And Allon,m
Jayson,희생/봉사,"From the name Jason, Healer",m
Jazlyn,기타,Combination Of Jazz And Lynn,f
Jazmin,아름다움/사랑/우정,A Flower in the Olive Family,f
Jazmine,자연과 도시,Jasmine Flower,f
Jean,하나님의 사랑,God is gracious,m
Jefferson,태생/근본,Son of Jeffrey,m
Jeffery,휴식/평화,Gift of Peace,m
Jeffrey,휴식/평화,Gift of Peace,m
Jenifer,자연과 도시,White Wave,f
Jenna,아름다움/사랑/우정,Small Bird,f
Jennifer,자연과 도시,White Wave,f
Jenny,자연과 도시,"From the name JENNIFER, White Wave",f
Jeremiah,하나님의 사랑,Sent by God,m
Jeremy,하나님의 사랑,God will uplift,m
Jermaine,태생/근본,From Germany,m
Jerome,고귀하고 선한,Of Holy Name,m
Jerry,고귀하고 선한,Holy,m
Jesse,하나님의 사랑,God exists,m
Jessica,리더십과 성취,Wealthy,f
Jessie,리더십과 성취,"From the name JESSICA, Wealthy",m
Jessie,리더십과 성취,"From the name JESSICA, Wealthy",f
Jesus,하나님의 사랑,God will help,m
Jett,외양/색깔,Jet Black,m
Jewel,희망적이고 행복한,Joy,f
Jillian,건강/장수,Youthful,f
Jimmy,리더십과 성취,"From the name JAMES, Supplanter",m
Joan,하나님의 사랑,"From the name JOANNE, God is Gracious",m
Joanna,하나님의 사랑,"From the name JOANNE, God is Gracious",f
Joaquin,하나님의 사랑,God will establish,m
Jocelyn,고귀하고 선한,Light Hearted,f
Joe,하나님의 사랑,"From the name JOSEPH, God will Increase",m
Joel,하나님의 사랑,God is willing,m
Joelle,하나님의 사랑,God is willing,f
Joey,하나님의 사랑,"From the name JOSEPH, God will Increase",m
Johan,자비/희생/봉사,God iIs gracious,m
Johanna,하나님의 사랑,God is gracious,f
Johnathan,하나님의 사랑,Gift of God,m
Jolie,아름다움/사랑/우정,Pretty,f
Jon,하나님의 사랑,God is gracious,m
Jonah,자연과 도시,A Dove,m
Jonas,리더십과 성취,Accomplishing,m
Jonathan,하나님의 사랑,Gift of God,m
Jonathon,하나님의 사랑,Gift of God,m
Jordan,태생/근본,Descendant,m
Jordan,태생/근본,Descendant,m
Jorden,희망적이고 행복한,"From the name Jordan, Descendant",m
Jordon,희망적이고 행복한,"From the name Jordan, Descendant",m
Jordy,희망적이고 행복한,"From the name Jordan, Descendant",m
Jordyn,희망적이고 행복한,Descendant,m
Jordyn,부정적인 의미들,To Flow Down,f
Jorge,자연과 도시,"From the name GEORGE, Farmer",m
Jose,하나님의 사랑,"From the name JOSEPH, God will increase",m
Josef,하나님의 사랑,God will increase,m
Joseph,하나님의 사랑,"Form of JOSEPH, God will Increase",m
Josephine,하나님의 사랑,God will increase,f
Josh,하나님의 사랑,"God saves, God is salvation",m
Joshua,하나님의 사랑,"Jehovah saves, God is salvation",m
Josiah,하나님의 사랑,God has healed,m
Josie,하나님의 사랑,God Will Add,f
Josue,하나님의 사랑,Form of JOSHUA,m
Journey,자연과 도시,A Trip Or Experience From One Place To Another,f
Jovan,리더십과 성취,Majestic,m
Jovani,하나님의 사랑,"From the name Giovanni, God is gracious",m
Jovanni,하나님의 사랑,"From the name Giovanni, God is gracious",m
Jovanny,하나님의 사랑,"From the name Giovanni, Godis Gracious",m
Jovany,하나님의 사랑,"From the name Giovanni, God is gracious",m
Joy,희망적이고 행복한,Joy,f
Joyce,희망적이고 행복한,Merry,f
Juan,자비/희생/봉사,"From the name JOHN, God is Gracious, Merciful",m
Judah,고귀하고 선한,Praised,m
Jude,고귀하고 선한,One who is praised,m
Judith,고귀하고 선한,"From Judah, Praised",f
Julia,건강/장수,"Soft-haired, youthful",f
Julian,건강/장수,Youthful,m
Juliana,건강/장수,Soft-haired,f
Julianna,고귀하고 선한,From the name JULIA & ANNE,f
Julianne,외양/색깔,From the name JULIA & ANNE,f
Julie,건강/장수,"Soft-haired, youthful",f
Julien,건강/장수,"From the name Julian, Youthful",m
Juliet,외양/색깔,Soft-haired,f
Juliette,외양/색깔,Soft Haired,f
Julio,건강/장수,"Form of JULIAN, Youthful",m
Julissa,지혜로움과 신뢰,Combination Of Julia And Melissa,f
Julius,건강/장수,Youthful,m
Junior,고귀하고 선한,"The Young, Child",m
Justice,고귀하고 선한,Fairness,m
Justice,고귀하고 선한,Fairness,f
Justin,지혜로움과 신뢰,Just or True,m
Justine,지혜로움과 신뢰,Fairness,f
Justus,고귀하고 선한,"Fairness, Justice",m
Justyn,지혜로움과 신뢰,"From the name Justin, Just or True",m
Kade,리더십과 성취,"Stout, Sturdy",m
Kaden,리더십과 성취,Fighter,m
Kadence,희망적이고 행복한,Rhythm,f
Kadin,아름다움/사랑/우정,Companion,m
Kaeden,리더십과 성취,"From the name Kaden, Fighter",m
Kaelyn,고귀하고 선한,Pure,f
